Edge ID <> Lane ID,Source,Destination,Length,Speed Limit,Road Type
AQ5AQ4 <> AQ5AQ4_0,AQ5,AQ4,482.4,13.89,local road
AQ5AQ6 <> AQ5AQ6_0,AQ5,AQ6,482.4,13.89,local road
AQ5AR5 <> AQ5AR5_0,AQ5,AR5,485.6,22.22,local road
AQ5AR5 <> AQ5AR5_1,AQ5,AR5,485.6,22.22,local road
AQ6AP6 <> AQ6AP6_0,AQ6,AP6,485.6,13.89,local road
AQ6AQ5 <> AQ6AQ5_0,AQ6,AQ5,482.4,13.89,local road
AQ6AQ7 <> AQ6AQ7_0,AQ6,AQ7,485.6,13.89,local road
AQ6AR6 <> AQ6AR6_0,AQ6,AR6,485.6,13.89,local road
AQ7AP7 <> AQ7AP7_0,AQ7,AP7,485.6,13.89,local road
AQ7AQ6 <> AQ7AQ6_0,AQ7,AQ6,485.6,13.89,local road
AQ7AQ8 <> AQ7AQ8_0,AQ7,AQ8,485.6,13.89,local road
AQ7AR7 <> AQ7AR7_0,AQ7,AR7,485.6,13.89,local road
AQ8AP8 <> AQ8AP8_0,AQ8,AP8,485.6,13.89,local road
AQ8AQ7 <> AQ8AQ7_0,AQ8,AQ7,485.6,13.89,local road
AQ8AQ9 <> AQ8AQ9_0,AQ8,AQ9,485.6,13.89,local road
AQ9AP9 <> AQ9AP9_0,AQ9,AP9,485.6,13.89,local road
AQ9AQ10 <> AQ9AQ10_0,AQ9,AQ10,482.4,13.89,local road
AQ9AQ8 <> AQ9AQ8_0,AQ9,AQ8,485.6,13.89,local road
AQ9AR9 <> AQ9AR9_0,AQ9,AR9,485.6,13.89,local road
AR0AQ0 <> AR0AQ0_0,AR0,AQ0,485.6,22.22,local road
AR0AQ0 <> AR0AQ0_1,AR0,AQ0,485.6,22.22,local road
AR0AR1 <> AR0AR1_0,AR0,AR1,482.4,13.89,local road
AR0AS0 <> AR0AS0_0,AR0,AS0,482.4,22.22,local road
AR0AS0 <> AR0AS0_1,AR0,AS0,482.4,22.22,local road
AR10AQ10 <> AR10AQ10_0,AR10,AQ10,485.6,22.22,local road
AR10AQ10 <> AR10AQ10_1,AR10,AQ10,485.6,22.22,local road
AR10AR9 <> AR10AR9_0,AR10,AR9,482.4,13.89,local road
AR10AS10 <> AR10AS10_0,AR10,AS10,479.21,22.22,local road
AR10AS10 <> AR10AS10_1,AR10,AS10,479.21,22.22,local road
AR1AQ1 <> AR1AQ1_0,AR1,AQ1,485.6,13.89,local road
AR1AR0 <> AR1AR0_0,AR1,AR0,482.4,13.89,local road
AR1AR2 <> AR1AR2_0,AR1,AR2,485.6,13.89,local road
AR1AS1 <> AR1AS1_0,AR1,AS1,482.4,13.89,local road
AR2AQ2 <> AR2AQ2_0,AR2,AQ2,485.6,13.89,local road
AR2AR1 <> AR2AR1_0,AR2,AR1,485.6,13.89,local road
AR2AR3 <> AR2AR3_0,AR2,AR3,485.6,13.89,local road
AR2AS2 <> AR2AS2_0,AR2,AS2,482.4,13.89,local road
AR3AQ3 <> AR3AQ3_0,AR3,AQ3,485.6,13.89,local road
AR3AR2 <> AR3AR2_0,AR3,AR2,485.6,13.89,local road
AR3AR4 <> AR3AR4_0,AR3,AR4,485.6,13.89,local road
AR3AS3 <> AR3AS3_0,AR3,AS3,482.4,13.89,local road
AR4AQ4 <> AR4AQ4_0,AR4,AQ4,485.6,13.89,local road
AR4AR3 <> AR4AR3_0,AR4,AR3,485.6,13.89,local road
AR4AR5 <> AR4AR5_0,AR4,AR5,482.4,13.89,local road
AR4AS4 <> AR4AS4_0,AR4,AS4,482.4,13.89,local road
AR5AQ5 <> AR5AQ5_0,AR5,AQ5,485.6,22.22,local road
AR5AQ5 <> AR5AQ5_1,AR5,AQ5,485.6,22.22,local road
AR5AR4 <> AR5AR4_0,AR5,AR4,482.4,13.89,local road
AR5AR6 <> AR5AR6_0,AR5,AR6,482.4,13.89,local road
AR5AS5 <> AR5AS5_0,AR5,AS5,482.4,22.22,local road
AR5AS5 <> AR5AS5_1,AR5,AS5,482.4,22.22,local road
AR6AQ6 <> AR6AQ6_0,AR6,AQ6,485.6,13.89,local road
AR6AR5 <> AR6AR5_0,AR6,AR5,482.4,13.89,local road
AR6AR7 <> AR6AR7_0,AR6,AR7,485.6,13.89,local road
AR6AS6 <> AR6AS6_0,AR6,AS6,482.4,13.89,local road
AR7AQ7 <> AR7AQ7_0,AR7,AQ7,485.6,13.89,local road
AR7AR6 <> AR7AR6_0,AR7,AR6,485.6,13.89,local road
AR7AR8 <> AR7AR8_0,AR7,AR8,485.6,13.89,local road
AR7AS7 <> AR7AS7_0,AR7,AS7,482.4,13.89,local road
AR8AR7 <> AR8AR7_0,AR8,AR7,485.6,13.89,local road
AR8AR9 <> AR8AR9_0,AR8,AR9,485.6,13.89,local road
AR8AS8 <> AR8AS8_0,AR8,AS8,482.4,13.89,local road
AR9AQ9 <> AR9AQ9_0,AR9,AQ9,485.6,13.89,local road
AR9AR10 <> AR9AR10_0,AR9,AR10,482.4,13.89,local road
AR9AR8 <> AR9AR8_0,AR9,AR8,485.6,13.89,local road
AR9AS9 <> AR9AS9_0,AR9,AS9,482.4,13.89,local road
AS0AR0 <> AS0AR0_0,AS0,AR0,482.4,22.22,local road
AS0AR0 <> AS0AR0_1,AS0,AR0,482.4,22.22,local road
AS0AS1 <> AS0AS1_0,AS0,AS1,482.4,22.22,local road
AS0AS1 <> AS0AS1_1,AS0,AS1,482.4,22.22,local road
AS0AT0 <> AS0AT0_0,AS0,AT0,482.4,22.22,local road
AS0AT0 <> AS0AT0_1,AS0,AT0,482.4,22.22,local road
AS10AR10 <> AS10AR10_0,AS10,AR10,479.21,22.22,local road
AS10AR10 <> AS10AR10_1,AS10,AR10,479.21,22.22,local road
AS10AS9 <> AS10AS9_0,AS10,AS9,482.4,22.22,local road
AS10AS9 <> AS10AS9_1,AS10,AS9,482.4,22.22,local road
AS10AT10 <> AS10AT10_0,AS10,AT10,479.19,22.22,local road
AS10AT10 <> AS10AT10_1,AS10,AT10,479.19,22.22,local road
AS1AR1 <> AS1AR1_0,AS1,AR1,482.4,13.89,local road
AS1AS0 <> AS1AS0_0,AS1,AS0,482.4,22.22,local road
AS1AS0 <> AS1AS0_1,AS1,AS0,482.4,22.22,local road
AS1AS2 <> AS1AS2_0,AS1,AS2,485.6,22.22,local road
AS1AS2 <> AS1AS2_1,AS1,AS2,485.6,22.22,local road
AS1AT1 <> AS1AT1_0,AS1,AT1,482.4,13.89,local road
AS2AR2 <> AS2AR2_0,AS2,AR2,482.4,13.89,local road
AS2AS1 <> AS2AS1_0,AS2,AS1,485.6,22.22,local road
AS2AS1 <> AS2AS1_1,AS2,AS1,485.6,22.22,local road
AS2AS3 <> AS2AS3_0,AS2,AS3,485.6,22.22,local road
AS2AS3 <> AS2AS3_1,AS2,AS3,485.6,22.22,local road
AS2AT2 <> AS2AT2_0,AS2,AT2,482.4,13.89,local road
AS3AR3 <> AS3AR3_0,AS3,AR3,482.4,13.89,local road
AS3AS2 <> AS3AS2_0,AS3,AS2,485.6,22.22,local road
AS3AS2 <> AS3AS2_1,AS3,AS2,485.6,22.22,local road
AS3AS4 <> AS3AS4_0,AS3,AS4,485.6,22.22,local road
AS3AS4 <> AS3AS4_1,AS3,AS4,485.6,22.22,local road
AS3AT3 <> AS3AT3_0,AS3,AT3,482.4,13.89,local road
AS4AR4 <> AS4AR4_0,AS4,AR4,482.4,13.89,local road
AS4AS3 <> AS4AS3_0,AS4,AS3,485.6,22.22,local road
AS4AS3 <> AS4AS3_1,AS4,AS3,485.6,22.22,local road
AS4AS5 <> AS4AS5_0,AS4,AS5,482.4,22.22,local road
AS4AS5 <> AS4AS5_1,AS4,AS5,482.4,22.22,local road
AS4AT4 <> AS4AT4_0,AS4,AT4,482.4,13.89,local road
AS5AR5 <> AS5AR5_0,AS5,AR5,482.4,22.22,local road
AS5AR5 <> AS5AR5_1,AS5,AR5,482.4,22.22,local road
AS5AS4 <> AS5AS4_0,AS5,AS4,482.4,22.22,local road
AS5AS4 <> AS5AS4_1,AS5,AS4,482.4,22.22,local road
AS5AS6 <> AS5AS6_0,AS5,AS6,482.4,22.22,local road
AS5AS6 <> AS5AS6_1,AS5,AS6,482.4,22.22,local road
AS5AT5 <> AS5AT5_0,AS5,AT5,482.4,22.22,local road
AS5AT5 <> AS5AT5_1,AS5,AT5,482.4,22.22,local road
AS6AR6 <> AS6AR6_0,AS6,AR6,482.4,13.89,local road
AS6AS5 <> AS6AS5_0,AS6,AS5,482.4,22.22,local road
AS6AS5 <> AS6AS5_1,AS6,AS5,482.4,22.22,local road
AS6AS7 <> AS6AS7_0,AS6,AS7,485.6,22.22,local road
AS6AS7 <> AS6AS7_1,AS6,AS7,485.6,22.22,local road
AS6AT6 <> AS6AT6_0,AS6,AT6,482.4,13.89,local road
AS7AR7 <> AS7AR7_0,AS7,AR7,482.4,13.89,local road
AS7AS6 <> AS7AS6_0,AS7,AS6,485.6,22.22,local road
AS7AS6 <> AS7AS6_1,AS7,AS6,485.6,22.22,local road
AS7AS8 <> AS7AS8_0,AS7,AS8,485.6,22.22,local road
AS7AS8 <> AS7AS8_1,AS7,AS8,485.6,22.22,local road
AS7AT7 <> AS7AT7_0,AS7,AT7,482.4,13.89,local road
AS8AR8 <> AS8AR8_0,AS8,AR8,482.4,13.89,local road
AS8AS7 <> AS8AS7_0,AS8,AS7,485.6,22.22,local road
AS8AS7 <> AS8AS7_1,AS8,AS7,485.6,22.22,local road
AS8AS9 <> AS8AS9_0,AS8,AS9,485.6,22.22,local road
AS8AS9 <> AS8AS9_1,AS8,AS9,485.6,22.22,local road
AS8AT8 <> AS8AT8_0,AS8,AT8,482.4,13.89,local road
AS9AR9 <> AS9AR9_0,AS9,AR9,482.4,13.89,local road
AS9AS10 <> AS9AS10_0,AS9,AS10,482.4,22.22,local road
AS9AS10 <> AS9AS10_1,AS9,AS10,482.4,22.22,local road
AS9AS8 <> AS9AS8_0,AS9,AS8,485.6,22.22,local road
AS9AS8 <> AS9AS8_1,AS9,AS8,485.6,22.22,local road
AS9AT9 <> AS9AT9_0,AS9,AT9,482.4,13.89,local road
AT0AS0 <> AT0AS0_0,AT0,AS0,482.4,22.22,local road
AT0AS0 <> AT0AS0_1,AT0,AS0,482.4,22.22,local road
AT0AT1 <> AT0AT1_0,AT0,AT1,482.4,13.89,local road
AT0AU0 <> AT0AU0_0,AT0,AU0,485.6,22.22,local road
AT0AU0 <> AT0AU0_1,AT0,AU0,485.6,22.22,local road
AT10AS10 <> AT10AS10_0,AT10,AS10,479.19,22.22,local road
AT10AS10 <> AT10AS10_1,AT10,AS10,479.19,22.22,local road
AT10AT9 <> AT10AT9_0,AT10,AT9,482.4,13.89,local road
AT10AU10 <> AT10AU10_0,AT10,AU10,485.6,22.22,local road
AT10AU10 <> AT10AU10_1,AT10,AU10,485.6,22.22,local road
AT1AS1 <> AT1AS1_0,AT1,AS1,482.4,13.89,local road
AT1AT0 <> AT1AT0_0,AT1,AT0,482.4,13.89,local road
AT1AT2 <> AT1AT2_0,AT1,AT2,485.6,13.89,local road
AT1AU1 <> AT1AU1_0,AT1,AU1,485.6,13.89,local road
AT2AS2 <> AT2AS2_0,AT2,AS2,482.4,13.89,local road
AT2AT1 <> AT2AT1_0,AT2,AT1,485.6,13.89,local road
AT2AT3 <> AT2AT3_0,AT2,AT3,485.6,13.89,local road
AT3AS3 <> AT3AS3_0,AT3,AS3,482.4,13.89,local road
AT3AT2 <> AT3AT2_0,AT3,AT2,485.6,13.89,local road
AT3AT4 <> AT3AT4_0,AT3,AT4,485.6,13.89,local road
AT3AU3 <> AT3AU3_0,AT3,AU3,485.6,13.89,local road
AT4AS4 <> AT4AS4_0,AT4,AS4,482.4,13.89,local road
AT4AT3 <> AT4AT3_0,AT4,AT3,485.6,13.89,local road
AT4AT5 <> AT4AT5_0,AT4,AT5,482.4,13.89,local road
AT4AU4 <> AT4AU4_0,AT4,AU4,485.6,13.89,local road
AT5AS5 <> AT5AS5_0,AT5,AS5,482.4,22.22,local road
AT5AS5 <> AT5AS5_1,AT5,AS5,482.4,22.22,local road
AT5AT4 <> AT5AT4_0,AT5,AT4,482.4,13.89,local road
AT5AT6 <> AT5AT6_0,AT5,AT6,482.4,13.89,local road
AT5AU5 <> AT5AU5_0,AT5,AU5,485.6,22.22,local road
AT5AU5 <> AT5AU5_1,AT5,AU5,485.6,22.22,local road
AT6AS6 <> AT6AS6_0,AT6,AS6,482.4,13.89,local road
AT6AT5 <> AT6AT5_0,AT6,AT5,482.4,13.89,local road
AT6AT7 <> AT6AT7_0,AT6,AT7,485.6,13.89,local road
AT6AU6 <> AT6AU6_0,AT6,AU6,485.6,13.89,local road
AT7AS7 <> AT7AS7_0,AT7,AS7,482.4,13.89,local road
AT7AT6 <> AT7AT6_0,AT7,AT6,485.6,13.89,local road
AT7AT8 <> AT7AT8_0,AT7,AT8,485.6,13.89,local road
AT8AS8 <> AT8AS8_0,AT8,AS8,482.4,13.89,local road
AT8AT7 <> AT8AT7_0,AT8,AT7,485.6,13.89,local road
AT8AT9 <> AT8AT9_0,AT8,AT9,485.6,13.89,local road
AT8AU8 <> AT8AU8_0,AT8,AU8,485.6,13.89,local road
AT9AS9 <> AT9AS9_0,AT9,AS9,482.4,13.89,local road
AT9AT10 <> AT9AT10_0,AT9,AT10,482.4,13.89,local road
AT9AT8 <> AT9AT8_0,AT9,AT8,485.6,13.89,local road
AT9AU9 <> AT9AU9_0,AT9,AU9,485.6,13.89,local road
AU0AT0 <> AU0AT0_0,AU0,AT0,485.6,22.22,local road
AU0AT0 <> AU0AT0_1,AU0,AT0,485.6,22.22,local road
AU0AU1 <> AU0AU1_0,AU0,AU1,482.4,13.89,local road
AU0AV0 <> AU0AV0_0,AU0,AV0,485.6,22.22,local road
AU0AV0 <> AU0AV0_1,AU0,AV0,485.6,22.22,local road
AU10AT10 <> AU10AT10_0,AU10,AT10,485.6,22.22,local road
AU10AT10 <> AU10AT10_1,AU10,AT10,485.6,22.22,local road
AU10AU9 <> AU10AU9_0,AU10,AU9,482.4,13.89,local road
AU10AV10 <> AU10AV10_0,AU10,AV10,485.6,22.22,local road
AU10AV10 <> AU10AV10_1,AU10,AV10,485.6,22.22,local road
AU1AT1 <> AU1AT1_0,AU1,AT1,485.6,13.89,local road
AU1AU0 <> AU1AU0_0,AU1,AU0,482.4,13.89,local road
AU1AU2 <> AU1AU2_0,AU1,AU2,485.6,13.89,local road
AU1AV1 <> AU1AV1_0,AU1,AV1,485.6,13.89,local road
AU2AU1 <> AU2AU1_0,AU2,AU1,485.6,13.89,local road
AU2AU3 <> AU2AU3_0,AU2,AU3,485.6,13.89,local road
AU2AV2 <> AU2AV2_0,AU2,AV2,485.6,13.89,local road
AU3AT3 <> AU3AT3_0,AU3,AT3,485.6,13.89,local road
AU3AU2 <> AU3AU2_0,AU3,AU2,485.6,13.89,local road
AU3AU4 <> AU3AU4_0,AU3,AU4,485.6,13.89,local road
AU3AV3 <> AU3AV3_0,AU3,AV3,485.6,13.89,local road
AU4AT4 <> AU4AT4_0,AU4,AT4,485.6,13.89,local road
AU4AU3 <> AU4AU3_0,AU4,AU3,485.6,13.89,local road
AU4AU5 <> AU4AU5_0,AU4,AU5,482.4,13.89,local road
AU4AV4 <> AU4AV4_0,AU4,AV4,485.6,13.89,local road
AU5AT5 <> AU5AT5_0,AU5,AT5,485.6,22.22,local road
AU5AT5 <> AU5AT5_1,AU5,AT5,485.6,22.22,local road
AU5AU4 <> AU5AU4_0,AU5,AU4,482.4,13.89,local road
AU5AU6 <> AU5AU6_0,AU5,AU6,482.4,13.89,local road
AU5AV5 <> AU5AV5_0,AU5,AV5,485.6,22.22,local road
AU5AV5 <> AU5AV5_1,AU5,AV5,485.6,22.22,local road
AU6AT6 <> AU6AT6_0,AU6,AT6,485.6,13.89,local road
AU6AU5 <> AU6AU5_0,AU6,AU5,482.4,13.89,local road
AU6AU7 <> AU6AU7_0,AU6,AU7,485.6,13.89,local road
AU6AV6 <> AU6AV6_0,AU6,AV6,485.6,13.89,local road
AU7AU6 <> AU7AU6_0,AU7,AU6,485.6,13.89,local road
AU7AU8 <> AU7AU8_0,AU7,AU8,485.6,13.89,local road
AU7AV7 <> AU7AV7_0,AU7,AV7,485.6,13.89,local road
AU8AT8 <> AU8AT8_0,AU8,AT8,485.6,13.89,local road
AU8AU7 <> AU8AU7_0,AU8,AU7,485.6,13.89,local road
AU8AU9 <> AU8AU9_0,AU8,AU9,485.6,13.89,local road
AU8AV8 <> AU8AV8_0,AU8,AV8,485.6,13.89,local road
AU9AT9 <> AU9AT9_0,AU9,AT9,485.6,13.89,local road
AU9AU10 <> AU9AU10_0,AU9,AU10,482.4,13.89,local road
AU9AU8 <> AU9AU8_0,AU9,AU8,485.6,13.89,local road
AU9AV9 <> AU9AV9_0,AU9,AV9,485.6,13.89,local road
AV0AU0 <> AV0AU0_0,AV0,AU0,485.6,22.22,local road
AV0AU0 <> AV0AU0_1,AV0,AU0,485.6,22.22,local road
AV0AV1 <> AV0AV1_0,AV0,AV1,482.4,13.89,local road
AV0AW0 <> AV0AW0_0,AV0,AW0,485.6,22.22,local road
AV0AW0 <> AV0AW0_1,AV0,AW0,485.6,22.22,local road
AV10AU10 <> AV10AU10_0,AV10,AU10,485.6,22.22,local road
AV10AU10 <> AV10AU10_1,AV10,AU10,485.6,22.22,local road
AV10AV9 <> AV10AV9_0,AV10,AV9,482.4,13.89,local road
AV10AW10 <> AV10AW10_0,AV10,AW10,485.6,22.22,local road
AV10AW10 <> AV10AW10_1,AV10,AW10,485.6,22.22,local road
AV1AU1 <> AV1AU1_0,AV1,AU1,485.6,13.89,local road
AV1AV0 <> AV1AV0_0,AV1,AV0,482.4,13.89,local road
AV1AV2 <> AV1AV2_0,AV1,AV2,485.6,13.89,local road
AV1AW1 <> AV1AW1_0,AV1,AW1,485.6,13.89,local road
AV2AU2 <> AV2AU2_0,AV2,AU2,485.6,13.89,local road
AV2AV1 <> AV2AV1_0,AV2,AV1,485.6,13.89,local road
AV2AV3 <> AV2AV3_0,AV2,AV3,485.6,13.89,local road
AV2AW2 <> AV2AW2_0,AV2,AW2,485.6,13.89,local road
AV3AU3 <> AV3AU3_0,AV3,AU3,485.6,13.89,local road
AV3AV2 <> AV3AV2_0,AV3,AV2,485.6,13.89,local road
AV3AV4 <> AV3AV4_0,AV3,AV4,485.6,13.89,local road
AV4AU4 <> AV4AU4_0,AV4,AU4,485.6,13.89,local road
AV4AV3 <> AV4AV3_0,AV4,AV3,485.6,13.89,local road
AV4AV5 <> AV4AV5_0,AV4,AV5,482.4,13.89,local road
AV4AW4 <> AV4AW4_0,AV4,AW4,485.6,13.89,local road
AV5AU5 <> AV5AU5_0,AV5,AU5,485.6,22.22,local road
AV5AU5 <> AV5AU5_1,AV5,AU5,485.6,22.22,local road
AV5AV4 <> AV5AV4_0,AV5,AV4,482.4,13.89,local road
AV5AV6 <> AV5AV6_0,AV5,AV6,482.4,13.89,local road
AV5AW5 <> AV5AW5_0,AV5,AW5,485.6,22.22,local road
AV5AW5 <> AV5AW5_1,AV5,AW5,485.6,22.22,local road
AV6AU6 <> AV6AU6_0,AV6,AU6,485.6,13.89,local road
AV6AV5 <> AV6AV5_0,AV6,AV5,482.4,13.89,local road
AV6AV7 <> AV6AV7_0,AV6,AV7,485.6,13.89,local road
AV6AW6 <> AV6AW6_0,AV6,AW6,485.6,13.89,local road
AV7AU7 <> AV7AU7_0,AV7,AU7,485.6,13.89,local road
AV7AV6 <> AV7AV6_0,AV7,AV6,485.6,13.89,local road
AV7AV8 <> AV7AV8_0,AV7,AV8,485.6,13.89,local road
AV7AW7 <> AV7AW7_0,AV7,AW7,485.6,13.89,local road
AV8AU8 <> AV8AU8_0,AV8,AU8,485.6,13.89,local road
AV8AV7 <> AV8AV7_0,AV8,AV7,485.6,13.89,local road
AV8AV9 <> AV8AV9_0,AV8,AV9,485.6,13.89,local road
AV9AU9 <> AV9AU9_0,AV9,AU9,485.6,13.89,local road
AV9AV10 <> AV9AV10_0,AV9,AV10,482.4,13.89,local road
AV9AV8 <> AV9AV8_0,AV9,AV8,485.6,13.89,local road
AV9AW9 <> AV9AW9_0,AV9,AW9,485.6,13.89,local road
AW0AV0 <> AW0AV0_0,AW0,AV0,485.6,22.22,local road
AW0AV0 <> AW0AV0_1,AW0,AV0,485.6,22.22,local road
AW0AW1 <> AW0AW1_0,AW0,AW1,482.4,13.89,local road
AW0AX0 <> AW0AX0_0,AW0,AX0,486.4,22.22,local road
AW0AX0 <> AW0AX0_1,AW0,AX0,486.4,22.22,local road
AW10AV10 <> AW10AV10_0,AW10,AV10,485.6,22.22,local road
AW10AV10 <> AW10AV10_1,AW10,AV10,485.6,22.22,local road
AW10AW9 <> AW10AW9_0,AW10,AW9,476.35,13.89,local road
AW10AX10 <> AW10AX10_0,AW10,AX10,325.5,22.22,local road
AW10AX10 <> AW10AX10_1,AW10,AX10,325.5,22.22,local road
AW1AV1 <> AW1AV1_0,AW1,AV1,485.6,13.89,local road
AW1AW0 <> AW1AW0_0,AW1,AW0,482.4,13.89,local road
AW1AW2 <> AW1AW2_0,AW1,AW2,485.6,13.89,local road
AW1AX1 <> AW1AX1_0,AW1,AX1,482.4,13.89,local road
AW2AV2 <> AW2AV2_0,AW2,AV2,485.6,13.89,local road
AW2AW1 <> AW2AW1_0,AW2,AW1,485.6,13.89,local road
AW2AW3 <> AW2AW3_0,AW2,AW3,485.6,13.89,local road
AW2AX2 <> AW2AX2_0,AW2,AX2,482.4,13.89,local road
AW3AW2 <> AW3AW2_0,AW3,AW2,485.6,13.89,local road
AW3AW4 <> AW3AW4_0,AW3,AW4,485.6,13.89,local road
AW3AX3 <> AW3AX3_0,AW3,AX3,482.4,13.89,local road
AW4AV4 <> AW4AV4_0,AW4,AV4,485.6,13.89,local road
AW4AW3 <> AW4AW3_0,AW4,AW3,485.6,13.89,local road
AW4AW5 <> AW4AW5_0,AW4,AW5,482.4,13.89,local road
AW4AX4 <> AW4AX4_0,AW4,AX4,482.4,13.89,local road
AW5AV5 <> AW5AV5_0,AW5,AV5,485.6,22.22,local road
AW5AV5 <> AW5AV5_1,AW5,AV5,485.6,22.22,local road
AW5AW4 <> AW5AW4_0,AW5,AW4,482.4,13.89,local road
AW5AW6 <> AW5AW6_0,AW5,AW6,482.4,13.89,local road
AW5AX5 <> AW5AX5_0,AW5,AX5,482.4,22.22,local road
AW5AX5 <> AW5AX5_1,AW5,AX5,482.4,22.22,local road
AW6AV6 <> AW6AV6_0,AW6,AV6,485.6,13.89,local road
AW6AW5 <> AW6AW5_0,AW6,AW5,482.4,13.89,local road
AW6AW7 <> AW6AW7_0,AW6,AW7,485.6,13.89,local road
AW6AX6 <> AW6AX6_0,AW6,AX6,482.4,13.89,local road
AW7AV7 <> AW7AV7_0,AW7,AV7,485.6,13.89,local road
AW7AW6 <> AW7AW6_0,AW7,AW6,485.6,13.89,local road
AW7AW8 <> AW7AW8_0,AW7,AW8,485.6,13.89,local road
AW7AX7 <> AW7AX7_0,AW7,AX7,482.4,13.89,local road
AW8AW7 <> AW8AW7_0,AW8,AW7,485.6,13.89,local road
AW8AW9 <> AW8AW9_0,AW8,AW9,485.6,13.89,local road
AW8AX8 <> AW8AX8_0,AW8,AX8,482.4,13.89,local road
AW9AV9 <> AW9AV9_0,AW9,AV9,485.6,13.89,local road
AW9AW10 <> AW9AW10_0,AW9,AW10,476.35,13.89,local road
AW9AW8 <> AW9AW8_0,AW9,AW8,485.6,13.89,local road
AW9AX9 <> AW9AX9_0,AW9,AX9,476.35,13.89,local road
AX0AW0 <> AX0AW0_0,AX0,AW0,486.4,22.22,local road
AX0AW0 <> AX0AW0_1,AX0,AW0,486.4,22.22,local road
AX0AX1 <> AX0AX1_0,AX0,AX1,486.4,22.22,local road
AX0AX1 <> AX0AX1_1,AX0,AX1,486.4,22.22,local road
AX10AW10 <> AX10AW10_0,AX10,AW10,325.5,22.22,local road
AX10AW10 <> AX10AW10_1,AX10,AW10,325.5,22.22,local road
AX10AX9 <> AX10AX9_0,AX10,AX9,323.96,22.22,local road
AX10AX9 <> AX10AX9_1,AX10,AX9,323.96,22.22,local road
AX1AW1 <> AX1AW1_0,AX1,AW1,482.4,13.89,local road
AX1AX0 <> AX1AX0_0,AX1,AX0,486.4,22.22,local road
AX1AX0 <> AX1AX0_1,AX1,AX0,486.4,22.22,local road
AX1AX2 <> AX1AX2_0,AX1,AX2,485.6,22.22,local road
AX1AX2 <> AX1AX2_1,AX1,AX2,485.6,22.22,local road
AX2AW2 <> AX2AW2_0,AX2,AW2,482.4,13.89,local road
AX2AX1 <> AX2AX1_0,AX2,AX1,485.6,22.22,local road
AX2AX1 <> AX2AX1_1,AX2,AX1,485.6,22.22,local road
AX2AX3 <> AX2AX3_0,AX2,AX3,485.6,22.22,local road
AX2AX3 <> AX2AX3_1,AX2,AX3,485.6,22.22,local road
AX3AW3 <> AX3AW3_0,AX3,AW3,482.4,13.89,local road
AX3AX2 <> AX3AX2_0,AX3,AX2,485.6,22.22,local road
AX3AX2 <> AX3AX2_1,AX3,AX2,485.6,22.22,local road
AX3AX4 <> AX3AX4_0,AX3,AX4,485.6,22.22,local road
AX3AX4 <> AX3AX4_1,AX3,AX4,485.6,22.22,local road
AX4AW4 <> AX4AW4_0,AX4,AW4,482.4,13.89,local road
AX4AX3 <> AX4AX3_0,AX4,AX3,485.6,22.22,local road
AX4AX3 <> AX4AX3_1,AX4,AX3,485.6,22.22,local road
AX4AX5 <> AX4AX5_0,AX4,AX5,479.2,22.22,local road
AX4AX5 <> AX4AX5_1,AX4,AX5,479.2,22.22,local road
AX5AW5 <> AX5AW5_0,AX5,AW5,482.4,22.22,local road
AX5AW5 <> AX5AW5_1,AX5,AW5,482.4,22.22,local road
AX5AX4 <> AX5AX4_0,AX5,AX4,479.2,22.22,local road
AX5AX4 <> AX5AX4_1,AX5,AX4,479.2,22.22,local road
AX5AX6 <> AX5AX6_0,AX5,AX6,479.2,22.22,local road
AX5AX6 <> AX5AX6_1,AX5,AX6,479.2,22.22,local road
AX6AW6 <> AX6AW6_0,AX6,AW6,482.4,13.89,local road
AX6AX5 <> AX6AX5_0,AX6,AX5,479.2,22.22,local road
AX6AX5 <> AX6AX5_1,AX6,AX5,479.2,22.22,local road
AX6AX7 <> AX6AX7_0,AX6,AX7,485.6,22.22,local road
AX6AX7 <> AX6AX7_1,AX6,AX7,485.6,22.22,local road
AX7AW7 <> AX7AW7_0,AX7,AW7,482.4,13.89,local road
AX7AX6 <> AX7AX6_0,AX7,AX6,485.6,22.22,local road
AX7AX6 <> AX7AX6_1,AX7,AX6,485.6,22.22,local road
AX7AX8 <> AX7AX8_0,AX7,AX8,485.6,22.22,local road
AX7AX8 <> AX7AX8_1,AX7,AX8,485.6,22.22,local road
AX8AW8 <> AX8AW8_0,AX8,AW8,482.4,13.89,local road
AX8AX7 <> AX8AX7_0,AX8,AX7,485.6,22.22,local road
AX8AX7 <> AX8AX7_1,AX8,AX7,485.6,22.22,local road
AX8AX9 <> AX8AX9_0,AX8,AX9,485.6,22.22,local road
AX8AX9 <> AX8AX9_1,AX8,AX9,485.6,22.22,local road
AX9AW9 <> AX9AW9_0,AX9,AW9,476.35,13.89,local road
AX9AX10 <> AX9AX10_0,AX9,AX10,323.96,22.22,local road
AX9AX10 <> AX9AX10_1,AX9,AX10,323.96,22.22,local road
AX9AX8 <> AX9AX8_0,AX9,AX8,485.6,22.22,local road
AX9AX8 <> AX9AX8_1,AX9,AX8,485.6,22.22,local road
BA0BA1 <> BA0BA1_0,BA0,BA1,310.17,22.22,local road
BA0BA1 <> BA0BA1_1,BA0,BA1,310.17,22.22,local road
